id,total_len,nb_groups,len_groups,max_len_group
47610_svg,22,2,"[11, 11]",11
47597_svg,55,6,"[13, 8, 8, 10, 8, 8]",13
47639_svg,46,4,"[12, 12, 10, 12]",12
47598_svg,26,2,"[13, 13]",13
47640_svg,57,7,"[11, 12, 4, 11, 4, 11, 4]",12
47681_svg,28,3,"[12, 4, 12]",12
47682_svg,55,5,"[12, 4, 13, 13, 13]",13
47642_svg,42,3,"[11, 17, 14]",17
47643_svg,34,1,[34],34
4775_svg,77,7,"[6, 5, 31, 8, 5, 8, 14]",31
47716_svg,66,4,"[11, 10, 10, 35]",35
47717_svg,68,4,"[11, 12, 35, 10]",35
47_svg,43,4,"[7, 16, 11, 9]",16
47646_svg,212,14,"[99, 8, 8, 6, 8, 6, 6, 4, 4, 26, 8, 7, 16, 6]",99
4808_svg,43,5,"[15, 5, 7, 7, 9]",15
47772_svg,73,5,"[11, 10, 10, 35, 7]",35
48091_svg,36,3,"[7, 14, 15]",15
48090_svg,69,9,"[7, 9, 4, 4, 7, 8, 10, 10, 10]",10
4809_svg,66,6,"[18, 9, 9, 11, 10, 9]",18
48093_svg,43,4,"[13, 9, 9, 12]",13
4810_svg,37,3,"[16, 14, 7]",16
4811_svg,56,5,"[16, 12, 12, 7, 9]",16
48195_svg,52,5,"[23, 11, 4, 9, 5]",23
48196_svg,37,3,"[9, 17, 11]",17
48102_svg,58,7,"[12, 4, 12, 4, 10, 12, 4]",12
48198_svg,21,3,"[12, 5, 4]",12
48197_svg,25,3,"[14, 7, 4]",14
4823_svg,38,5,"[18, 5, 5, 5, 5]",18
4822_svg,27,2,"[20, 7]",20
4824_svg,54,5,"[29, 4, 6, 9, 6]",29
47771_svg,232,17,"[37, 6, 11, 11, 10, 10, 10, 10, 10, 10, 35, 35, 6, 6, 7, 7, 11]",37
48259_svg,66,5,"[17, 8, 8, 16, 17]",17
48277_svg,47,4,"[4, 5, 32, 6]",32
48307_svg,181,12,"[13, 14, 13, 7, 18, 37, 7, 14, 15, 16, 14, 13]",37
48256_svg,901,140,"[4, 29, 4, 2, 7, 7, 3, 7, 7, 6, 3, 6, 12, 12, 12, 12, 10, 12, 8, 8, 10, 8, 10, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 2, 3, 2, 3, 3, 2, 2, 8, 8, 3, 4, 3, 4, 3, 3, 3, 6, 3, 3, 2, 2, 2, 6, 2, 8, 6, 6, 2, 3, 6, 3, 4, 8, 8, 8, 8, 10, 4, 6, 6, 8, 8, 8, 12, 12, 6, 12, 12, 12, 6, 3, 7, 3, 7, 6, 3, 6, 3, 3, 10, 3, 3, 12, 2, 2, 2, 6, 6, 6, 6, 6, 6, 12, 6, 6, 6, 6, 6, 4, 6, 4, 8, 8, 12, 12, 12, 10, 12, 10, 10, 8, 6, 6, 6, 6, 6, 6, 6, 6, 9]",29
48137_svg,206,19,"[15, 15, 11, 11, 9, 10, 12, 7, 5, 11, 10, 11, 7, 14, 13, 5, 15, 11, 14]",15
48392_svg,44,5,"[12, 17, 5, 5, 5]",17
48257_svg,901,140,"[4, 29, 4, 2, 7, 7, 3, 7, 7, 6, 3, 6, 12, 12, 12, 12, 10, 12, 8, 8, 10, 8, 10, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 2, 3, 2, 3, 3, 2, 2, 8, 8, 3, 4, 3, 4, 3, 3, 3, 6, 3, 3, 2, 2, 2, 6, 2, 8, 6, 6, 2, 3, 6, 3, 4, 8, 8, 8, 8, 10, 4, 6, 6, 8, 8, 8, 12, 12, 6, 12, 12, 12, 6, 3, 7, 3, 7, 6, 3, 6, 3, 3, 10, 3, 3, 12, 2, 2, 2, 6, 6, 6, 6, 6, 6, 12, 6, 6, 6, 6, 6, 4, 6, 4, 8, 8, 12, 12, 12, 10, 12, 10, 10, 8, 6, 6, 6, 6, 6, 6, 6, 6, 9]",29
48394_svg,81,2,"[33, 48]",48
4841_svg,37,3,"[8, 13, 16]",16
48452_svg,70,7,"[8, 10, 4, 8, 9, 22, 9]",22
4842_svg,37,4,"[11, 16, 5, 5]",16
48395_svg,39,2,"[16, 23]",23
48476_svg,48,5,"[4, 19, 7, 4, 14]",19
48533_svg,34,5,"[2, 8, 2, 4, 18]",18
48308_svg,245,31,"[6, 9, 6, 6, 9, 9, 7, 7, 6, 6, 14, 4, 8, 7, 7, 8, 6, 7, 8, 9, 7, 8, 8, 6, 6, 8, 6, 6, 8, 27, 6]",27
48496_svg,56,7,"[11, 5, 3, 9, 14, 3, 11]",14
4853_svg,22,1,[22],22
48456_svg,94,17,"[9, 5, 5, 5, 7, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 9]",9
48550_svg,45,6,"[9, 9, 4, 4, 4, 15]",15
48552_svg,58,5,"[4, 7, 5, 8, 34]",34
48553_svg,83,12,"[8, 6, 3, 25, 3, 6, 4, 4, 4, 4, 7, 9]",25
48534_svg,77,11,"[2, 6, 2, 4, 9, 9, 7, 6, 7, 16, 9]",16
4856_svg,21,1,[21],21
48595_svg,107,11,"[13, 13, 7, 9, 9, 14, 9, 5, 5, 7, 16]",16
48596_svg,80,10,"[5, 9, 5, 7, 7, 11, 11, 9, 9, 7]",11
48594_svg,169,10,"[18, 4, 7, 14, 22, 14, 26, 14, 12, 38]",38
48603_svg,29,1,[29],29
48634_svg,47,5,"[4, 19, 8, 8, 8]",19
48636_svg,100,8,"[10, 10, 10, 22, 4, 4, 16, 24]",24
4866_svg,69,8,"[11, 27, 4, 5, 4, 4, 7, 7]",27
48567_svg,464,54,"[8, 8, 10, 8, 10, 8, 8, 8, 12, 12, 6, 10, 8, 13, 8, 9, 9, 10, 10, 12, 10, 8, 9, 10, 10, 10, 6, 10, 8, 8, 6, 6, 6, 6, 6, 8, 8, 6, 6, 6, 6, 10, 8, 10, 9, 10, 9, 7, 8, 14, 8, 8, 8, 9]",14
48676_svg,105,13,"[15, 16, 5, 5, 5, 5, 7, 7, 7, 7, 7, 9, 10]",16
48677_svg,34,3,"[7, 20, 7]",20
48591_svg,200,13,"[4, 4, 63, 63, 4, 4, 8, 8, 9, 9, 4, 4, 16]",63
48678_svg,71,12,"[5, 7, 7, 7, 7, 7, 5, 4, 5, 4, 6, 7]",7
48681_svg,67,3,"[24, 18, 25]",25
48695_svg,95,11,"[18, 5, 27, 5, 6, 5, 5, 5, 5, 5, 9]",27
48697_svg,52,1,[52],52
48696_svg,162,1,[162],162
48702_svg,46,6,"[7, 6, 11, 10, 6, 6]",11
4869_svg,220,25,"[6, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 7, 7, 24, 11, 11, 11, 11, 11, 11, 5, 6, 5, 7, 7]",24
48706_svg,48,9,"[2, 20, 2, 2, 10, 3, 3, 3, 3]",20
48707_svg,30,4,"[7, 6, 7, 10]",10
48714_svg,79,8,"[6, 6, 6, 17, 6, 26, 6, 6]",26
48724_svg,83,10,"[15, 10, 10, 8, 4, 18, 5, 4, 4, 5]",18
4883_svg,35,3,"[20, 6, 9]",20
4898_svg,22,2,"[11, 11]",11
4886_svg,39,5,"[14, 4, 6, 9, 6]",14
4899_svg,20,2,"[10, 10]",10
4900_svg,26,2,"[13, 13]",13
4907_svg,49,7,"[19, 5, 5, 5, 5, 5, 5]",19
490_svg,55,4,"[19, 9, 8, 19]",19
48_svg,42,3,"[21, 5, 16]",21
48675_svg,934,250,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 17, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 14, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 16, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 17, 5, 6, 5, 4, 5, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 5]",17
491_svg,68,9,"[8, 8, 12, 4, 4, 5, 4, 4, 19]",19
492_svg,41,2,"[21, 20]",21
494_svg,47,2,"[27, 20]",27
496_svg,60,4,"[5, 28, 6, 21]",28
499_svg,40,1,[40],40
49_svg,48,4,"[7, 6, 28, 7]",28
4_svg,48,5,"[5, 22, 7, 7, 7]",22
498_svg,27,1,[27],27
50031_svg,57,8,"[12, 9, 7, 7, 7, 5, 5, 5]",12
50030_svg,65,7,"[17, 7, 13, 11, 4, 6, 7]",17
497_svg,85,4,"[31, 28, 13, 13]",31
50034_svg,51,7,"[9, 7, 7, 7, 7, 5, 9]",9
50033_svg,72,4,"[10, 42, 10, 10]",42
50035_svg,55,1,[55],55
501_svg,96,10,"[11, 7, 12, 6, 10, 12, 6, 10, 12, 10]",12
502_svg,36,5,"[5, 17, 6, 4, 4]",17
500_svg,112,10,"[7, 7, 4, 4, 4, 4, 8, 8, 46, 20]",46
50333_svg,58,5,"[22, 5, 6, 12, 13]",22
50032_svg,71,6,"[20, 9, 12, 9, 12, 9]",20
50334_svg,31,2,"[14, 17]",17
50336_svg,35,3,"[14, 14, 7]",14
50332_svg,65,6,"[21, 6, 6, 9, 10, 13]",21
50335_svg,27,2,"[10, 17]",17
50338_svg,55,2,"[14, 41]",41
50340_svg,38,2,"[13, 25]",25
50337_svg,65,3,"[51, 7, 7]",51
50339_svg,88,5,"[25, 21, 13, 4, 25]",25
50342_svg,51,5,"[11, 12, 11, 7, 10]",12
50341_svg,73,3,"[25, 24, 24]",25
50345_svg,37,2,"[18, 19]",19
50346_svg,39,2,"[17, 22]",22
50344_svg,38,1,[38],38
50343_svg,96,9,"[7, 10, 5, 6, 14, 5, 5, 22, 22]",22
50348_svg,33,3,"[17, 10, 6]",17
50347_svg,54,3,"[8, 38, 8]",38
50350_svg,54,5,"[12, 6, 17, 14, 5]",17
50349_svg,116,7,"[41, 10, 8, 40, 5, 6, 6]",41
50351_svg,37,2,"[24, 13]",24
50352_svg,47,2,"[33, 14]",33
50353_svg,39,2,"[22, 17]",22
50355_svg,74,7,"[7, 13, 9, 9, 9, 9, 18]",18
50356_svg,69,6,"[26, 9, 9, 6, 5, 14]",26
50354_svg,34,2,"[17, 17]",17
50357_svg,41,2,"[26, 15]",26
50358_svg,32,1,[32],32
50359_svg,55,4,"[10, 14, 12, 19]",19
50360_svg,88,13,"[17, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 16]",17
50363_svg,65,5,"[22, 12, 6, 12, 13]",22
50362_svg,136,17,"[26, 9, 9, 6, 5, 6, 5, 5, 5, 5, 5, 6, 5, 5, 6, 14, 14]",26
50364_svg,52,1,[52],52
50365_svg,57,7,"[13, 7, 7, 8, 5, 8, 9]",13
50366_svg,59,4,"[22, 12, 12, 13]",22
50361_svg,128,14,"[28, 12, 9, 29, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",29
50368_svg,53,5,"[18, 9, 8, 5, 13]",18
50370_svg,54,6,"[11, 7, 11, 7, 11, 7]",11
50369_svg,48,1,[48],48
50371_svg,67,8,"[5, 21, 5, 5, 5, 5, 5, 16]",21
50372_svg,66,3,"[35, 20, 11]",35
50367_svg,114,18,"[7, 21, 13, 4, 4, 4, 5, 5, 4, 5, 4, 5, 5, 5, 6, 6, 6, 5]",21
50373_svg,106,8,"[14, 28, 13, 12, 12, 12, 10, 5]",28
50374_svg,37,1,[37],37
50375_svg,35,4,"[6, 6, 6, 17]",17
50376_svg,68,8,"[18, 6, 7, 6, 6, 9, 8, 8]",18
50447_svg,55,6,"[9, 9, 5, 5, 17, 10]",17
50377_svg,51,5,"[9, 7, 5, 6, 24]",24
50528_svg,15,5,"[2, 2, 2, 2, 7]",7
50529_svg,12,5,"[2, 2, 2, 2, 4]",4
503_svg,73,4,"[7, 7, 6, 53]",53
50531_svg,19,5,"[2, 2, 2, 2, 11]",11
505_svg,52,4,"[7, 27, 11, 7]",27
50682_svg,35,3,"[15, 10, 10]",15
50683_svg,40,3,"[13, 12, 15]",15
50684_svg,27,1,[27],27
506_svg,43,3,"[31, 7, 5]",31
50797_svg,50,5,"[2, 20, 12, 10, 6]",20
507_svg,53,5,"[7, 7, 25, 7, 7]",25
50521_svg,145,17,"[6, 8, 19, 9, 7, 8, 8, 5, 5, 18, 5, 4, 5, 5, 5, 18, 10]",19
50976_svg,30,2,"[15, 15]",15
510_svg,68,6,"[7, 28, 7, 5, 9, 12]",28
50_svg,80,5,"[9, 7, 7, 28, 29]",29
509_svg,57,3,"[7, 30, 20]",30
51330_svg,62,5,"[8, 10, 20, 9, 15]",20
51346_svg,90,8,"[5, 15, 10, 6, 12, 14, 14, 14]",15
511_svg,60,5,"[15, 18, 7, 7, 13]",18
51347_svg,68,6,"[5, 10, 20, 6, 13, 14]",20
51260_svg,115,6,"[19, 18, 11, 46, 11, 10]",46
51355_svg,56,7,"[10, 12, 10, 4, 7, 6, 7]",12
51354_svg,39,6,"[6, 5, 7, 7, 7, 7]",7
51357_svg,38,4,"[4, 4, 15, 15]",15
51358_svg,239,24,"[5, 12, 12, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]",12
513_svg,40,5,"[20, 5, 5, 5, 5]",20
51417_svg,23,3,"[7, 9, 7]",9
51421_svg,27,5,"[5, 5, 7, 5, 5]",7
51405_svg,76,10,"[5, 5, 8, 8, 9, 5, 6, 9, 12, 9]",12
51460_svg,35,4,"[19, 8, 4, 4]",19
51348_svg,106,8,"[9, 21, 9, 22, 16, 7, 5, 17]",22
48598_svg,426,59,"[18, 6, 6, 4, 4, 8, 8, 6, 6, 4, 4, 6, 6, 7, 7, 6, 6, 5, 5, 5, 5, 4, 4, 7, 7, 4, 4, 4, 4, 4, 4, 5, 5, 5, 5, 31, 31, 9, 9, 5, 5, 8, 8, 9, 9, 5, 5, 6, 6, 8, 8, 16, 16, 5, 5, 4, 4, 8, 8]",31
51485_svg,35,3,"[8, 20, 7]",20
51486_svg,39,3,"[23, 7, 9]",23
51492_svg,46,5,"[14, 5, 5, 14, 8]",14
51499_svg,48,3,"[16, 21, 11]",21
5158_svg,84,5,"[23, 6, 16, 25, 14]",25
515_svg,42,2,"[29, 13]",29
51608_svg,133,13,"[25, 10, 5, 12, 10, 5, 12, 10, 5, 12, 10, 5, 12]",25
51630_svg,298,23,"[17, 5, 21, 8, 11, 4, 21, 22, 18, 19, 4, 4, 4, 17, 5, 7, 18, 44, 4, 18, 4, 4, 19]",44
51631_svg,37,3,"[13, 12, 12]",13
51632_svg,44,5,"[8, 6, 8, 13, 9]",13
51646_svg,25,2,"[9, 16]",16
51791_svg,102,15,"[5, 14, 5, 5, 5, 5, 5, 5, 5, 5, 8, 8, 5, 11, 11]",14
51800_svg,72,9,"[7, 10, 7, 7, 8, 8, 8, 7, 10]",10
51812_svg,61,5,"[26, 9, 9, 11, 6]",26
51838_svg,460,131,"[23, 26, 10, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 14, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 7, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",26
51839_svg,158,16,"[16, 5, 10, 9, 15, 7, 10, 10, 8, 6, 4, 10, 7, 3, 22, 16]",22
518_svg,108,8,"[37, 7, 10, 7, 7, 10, 7, 23]",37
51903_svg,31,3,"[11, 9, 11]",11
51998_svg,62,9,"[7, 7, 6, 5, 11, 6, 4, 5, 11]",11
51_svg,140,28,"[4, 4, 4, 9, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 7, 4, 15, 13]",15
520_svg,54,8,"[5, 5, 6, 6, 7, 6, 13, 6]",13
52105_svg,136,12,"[8, 16, 8, 11, 11, 11, 18, 11, 11, 11, 11, 9]",18
52110_svg,164,15,"[4, 14, 12, 7, 12, 14, 8, 15, 32, 8, 7, 11, 7, 7, 6]",32
52114_svg,328,32,"[6, 16, 18, 24, 24, 8, 6, 13, 22, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 9, 6, 6, 7, 4, 7, 6, 4, 6, 6]",24
52138_svg,110,8,"[34, 16, 10, 10, 6, 10, 10, 14]",34
52139_svg,117,11,"[17, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]",17
52142_svg,26,2,"[17, 9]",17
52143_svg,42,4,"[16, 6, 14, 6]",16
521_svg,96,14,"[7, 29, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",29
52234_svg,157,25,"[6, 10, 10, 10, 10, 6, 6, 6, 6, 6, 5, 5, 5, 5, 5, 5, 6, 5, 5, 6, 6, 5, 5, 6, 7]",10
522_svg,51,2,"[17, 34]",34
523_svg,50,3,"[7, 29, 14]",29
52486_svg,31,3,"[16, 7, 8]",16
524_svg,83,12,"[5, 28, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",28
5256_svg,54,7,"[7, 5, 5, 5, 5, 10, 17]",17
525_svg,96,3,"[7, 84, 5]",84
52606_svg,49,5,"[5, 21, 7, 7, 9]",21
5262_svg,99,4,"[42, 6, 7, 44]",44
5263_svg,83,12,"[5, 4, 4, 6, 5, 10, 5, 8, 5, 5, 14, 12]",14
5264_svg,49,6,"[4, 12, 8, 9, 12, 4]",12
5265_svg,71,7,"[16, 3, 3, 3, 33, 7, 6]",33
52692_svg,147,21,"[8, 7, 7, 6, 10, 13, 9, 7, 9, 9, 9, 9, 9, 3, 2, 4, 2, 9, 7, 2, 6]",13
526_svg,58,4,"[7, 10, 24, 17]",24
52752_svg,363,35,"[4, 6, 6, 8, 4, 4, 6, 4, 6, 4, 6, 12, 4, 42, 4, 4, 4, 4, 26, 6, 16, 4, 4, 4, 4, 9, 27, 39, 4, 6, 6, 30, 12, 11, 23]",42
5278_svg,42,8,"[9, 3, 3, 5, 5, 5, 6, 6]",9
527_svg,200,28,"[7, 7, 7, 7, 7, 6, 7, 7, 6, 7, 6, 8, 6, 6, 6, 7, 21, 7, 7, 7, 6, 7, 6, 6, 7, 7, 6, 6]",21
52823_svg,58,5,"[13, 4, 5, 17, 19]",19
528_svg,37,4,"[19, 6, 6, 6]",19
5294_svg,151,21,"[13, 5, 7, 7, 9, 7, 7, 3, 3, 12, 5, 5, 6, 5, 5, 7, 6, 6, 4, 20, 9]",20
5295_svg,202,30,"[13, 5, 7, 7, 9, 7, 7, 5, 7, 3, 3, 5, 5, 5, 5, 5, 5, 6, 6, 5, 5, 20, 4, 9, 7, 7, 12, 5, 6, 7]",20
5296_svg,250,38,"[13, 5, 7, 7, 7, 7, 5, 7, 5, 5, 5, 13, 9, 5, 5, 5, 5, 5, 3, 3, 5, 5, 5, 5, 5, 5, 5, 6, 6, 20, 4, 9, 7, 7, 12, 5, 6, 7]",20
5297_svg,250,38,"[13, 5, 7, 7, 7, 7, 5, 7, 5, 5, 5, 13, 9, 5, 5, 5, 5, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 6, 6, 20, 4, 9, 7, 7, 12, 5, 6, 7]",20
51462_svg,2457,130,"[9, 10, 10, 11, 14, 11, 6, 6, 35, 12, 8, 10, 11, 13, 14, 11, 13, 13, 50, 11, 17, 12, 11, 14, 13, 12, 28, 12, 10, 9, 12, 16, 11, 8, 9, 9, 8, 7, 194, 27, 64, 30, 30, 32, 11, 7, 7, 7, 8, 9, 10, 37, 37, 13, 23, 9, 9, 14, 15, 11, 12, 12, 27, 9, 16, 12, 10, 12, 20, 13, 10, 5, 13, 13, 35, 11, 15, 10, 12, 13, 12, 16, 19, 11, 9, 9, 15, 6, 10, 6, 9, 12, 23, 12, 18, 13, 20, 19, 9, 16, 10, 12, 8, 12, 10, 8, 14, 14, 9, 22, 12, 22, 10, 12, 11, 8, 11, 9, 10, 8, 8, 7, 10, 9, 9, 32, 7, 7, 7, 485]",485
5298_svg,286,42,"[13, 5, 7, 7, 7, 7, 5, 7, 5, 5, 5, 13, 9, 5, 5, 3, 3, 5, 5, 5, 5, 5, 6, 6, 13, 13, 5, 5, 20, 4, 5, 5, 9, 5, 7, 7, 5, 5, 12, 5, 6, 7]",20
529_svg,55,5,"[7, 18, 8, 17, 5]",18
52_svg,29,3,"[10, 10, 9]",10
51461_svg,2453,130,"[9, 10, 10, 11, 14, 11, 6, 6, 35, 12, 8, 10, 11, 13, 14, 11, 13, 13, 50, 11, 17, 12, 11, 14, 13, 12, 28, 12, 10, 9, 12, 16, 11, 8, 9, 9, 8, 7, 194, 27, 64, 30, 30, 32, 11, 7, 7, 7, 8, 9, 10, 37, 37, 13, 23, 9, 9, 14, 15, 11, 12, 12, 27, 9, 16, 12, 10, 12, 20, 13, 10, 13, 29, 13, 11, 13, 15, 10, 12, 12, 16, 19, 11, 9, 9, 4, 15, 5, 10, 6, 9, 12, 23, 24, 12, 18, 13, 9, 19, 16, 10, 8, 12, 8, 12, 10, 14, 14, 9, 22, 12, 22, 10, 12, 11, 8, 11, 9, 10, 8, 8, 7, 10, 9, 9, 32, 7, 7, 7, 485]",485
5299_svg,286,42,"[13, 5, 7, 7, 7, 7, 5, 7, 5, 5, 5, 13, 9, 5, 5, 3, 3, 5, 5, 5, 5, 5, 6, 6, 13, 13, 5, 5, 20, 4, 5, 5, 9, 5, 7, 7, 5, 5, 12, 5, 6, 7]",20
51463_svg,2407,125,"[9, 10, 10, 11, 14, 11, 6, 6, 35, 12, 8, 10, 11, 13, 14, 11, 13, 13, 50, 11, 17, 12, 11, 14, 13, 12, 28, 12, 10, 9, 12, 16, 11, 8, 9, 8, 8, 7, 194, 27, 64, 30, 30, 32, 11, 7, 7, 7, 8, 9, 10, 37, 37, 13, 23, 9, 9, 14, 15, 11, 12, 12, 27, 9, 16, 13, 12, 10, 12, 20, 13, 10, 13, 13, 11, 15, 10, 12, 12, 16, 19, 11, 9, 28, 9, 15, 10, 6, 9, 12, 23, 12, 18, 13, 19, 16, 10, 12, 10, 14, 10, 14, 14, 9, 22, 12, 22, 10, 13, 11, 8, 11, 9, 10, 9, 8, 7, 10, 9, 9, 32, 7, 7, 7, 485]",485
5300_svg,502,70,"[16, 5, 16, 7, 13, 5, 5, 5, 5, 5, 7, 7, 13, 5, 7, 7, 5, 7, 5, 5, 5, 5, 5, 5, 5, 9, 13, 9, 9, 8, 8, 5, 5, 5, 5, 5, 3, 3, 5, 5, 5, 5, 5, 5, 9, 6, 6, 13, 5, 5, 20, 4, 5, 5, 9, 5, 16, 7, 7, 5, 5, 8, 8, 8, 8, 12, 16, 5, 6, 7]",20
53040_svg,29,3,"[18, 6, 5]",18
53041_svg,16,2,"[9, 7]",9
53042_svg,12,1,[12],12
53043_svg,31,3,"[18, 7, 6]",18
5301_svg,502,70,"[16, 5, 16, 7, 13, 5, 5, 5, 5, 5, 7, 7, 13, 5, 7, 7, 5, 7, 5, 5, 5, 5, 5, 5, 5, 16, 9, 13, 5, 5, 8, 8, 8, 8, 16, 3, 3, 5, 5, 5, 9, 9, 8, 8, 6, 6, 13, 5, 5, 5, 5, 5, 5, 5, 5, 20, 4, 5, 5, 9, 9, 5, 7, 7, 5, 5, 12, 5, 6, 7]",20
5311_svg,35,1,[35],35
5312_svg,18,1,[18],18
5302_svg,598,85,"[16, 5, 16, 7, 13, 5, 5, 5, 5, 5, 7, 7, 13, 5, 7, 7, 5, 7, 5, 5, 5, 5, 5, 5, 5, 5, 11, 9, 9, 13, 5, 5, 5, 5, 5, 7, 3, 3, 5, 5, 5, 5, 5, 9, 9, 8, 8, 6, 7, 6, 13, 5, 5, 5, 5, 5, 5, 5, 5, 20, 4, 5, 5, 9, 9, 5, 7, 7, 5, 5, 12, 5, 6, 7, 16, 8, 8, 8, 8, 16, 9, 6, 7, 5, 5]",20
5303_svg,598,85,"[5, 11, 9, 5, 16, 5, 5, 7, 5, 5, 16, 7, 5, 13, 7, 5, 5, 5, 5, 5, 7, 7, 13, 5, 7, 7, 5, 7, 5, 5, 5, 5, 5, 5, 13, 5, 9, 13, 5, 5, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 9, 9, 8, 8, 6, 6, 5, 5, 5, 5, 5, 5, 20, 4, 9, 9, 7, 7, 12, 5, 6, 7, 16, 8, 8, 8, 8, 16, 9, 6, 7, 5, 5]",20
531_svg,132,12,"[13, 7, 4, 4, 20, 10, 17, 7, 17, 10, 7, 16]",20
5316_svg,47,3,"[9, 27, 11]",27
53201_svg,24,2,"[15, 9]",15
53202_svg,24,2,"[9, 15]",15
5304_svg,598,85,"[5, 11, 9, 5, 16, 5, 5, 7, 5, 5, 16, 7, 5, 13, 7, 5, 5, 5, 5, 5, 7, 7, 13, 5, 7, 7, 5, 7, 5, 5, 5, 5, 5, 5, 13, 5, 9, 13, 5, 5, 5, 5, 5, 3, 3, 5, 5, 5, 5, 5, 5, 5, 9, 9, 8, 8, 6, 6, 5, 5, 5, 5, 5, 5, 20, 4, 9, 9, 7, 7, 12, 5, 6, 7, 16, 8, 8, 8, 8, 16, 9, 6, 7, 5, 5]",20
53203_svg,24,2,"[9, 15]",15
53204_svg,24,2,"[9, 15]",15
53205_svg,24,2,"[15, 9]",15
53206_svg,24,2,"[9, 15]",15
53207_svg,24,2,"[15, 9]",15
53217_svg,37,5,"[11, 5, 5, 5, 11]",11
53218_svg,17,3,"[7, 5, 5]",7
53208_svg,24,2,"[15, 9]",15
53216_svg,43,3,"[29, 7, 7]",29
53225_svg,39,2,"[16, 23]",23
53227_svg,24,3,"[8, 8, 8]",8
5313_svg,650,92,"[5, 11, 9, 5, 16, 5, 5, 7, 5, 5, 16, 7, 5, 13, 7, 5, 5, 5, 5, 5, 7, 7, 13, 5, 7, 7, 5, 7, 5, 5, 5, 5, 5, 5, 5, 9, 13, 12, 5, 5, 9, 3, 3, 8, 5, 5, 5, 5, 13, 5, 9, 9, 7, 8, 8, 6, 6, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 20, 4, 5, 5, 9, 9, 7, 7, 12, 5, 6, 7, 16, 8, 8, 8, 8, 16, 9, 6, 7, 5, 5]",20
53226_svg,29,1,[29],29
53228_svg,12,1,[12],12
53229_svg,27,2,"[18, 9]",18
53231_svg,35,2,"[23, 12]",23
